1995,14
1996,42
1997,71
1998,114
1999,156
2000,196
2001,261
2002,289
2003,362
2004,418
2005,518
2006,673
2007,764
2008,849
2009,856
2010,777
2011,768
2012,722
2013,684
2014,785
2015,786
